"DATE","log_return","vol_20","mean_ret_20","drawdown","VIX_level","regime","econ_regime","regime_id","cum_return","strategy_log_return","strategy_cum_return","next_regime"
2021-03-24,-0.0202996020721484,0.0207508546197989,-0.00239535016351118,-0.0804215822530215,21.2,3,"Bear",0,-0.0329394280103763,0,0,"Bear"
2021-03-25,0.00121744515813437,0.0192055115704935,-0.000543168933363771,-0.0793013641971496,19.81,3,"Bear",0,-0.0317613678330628,0,0,"Bear"
2021-03-26,0.0123333981564964,0.0193780171368367,-0.00020363795984769,-0.0678757075854866,18.86,3,"Bear",0,-0.0197457508883946,0,0,"Bear"
2021-03-29,-0.00603703283771354,0.0180878254717906,-0.00198604038199487,-0.0734860206860785,20.74,3,"Bear",0,-0.0256457508137866,0,0,"Bear"
2021-03-30,-0.00109250944785892,0.0177358028763649,-0.00118698902453718,-0.0744976932305199,19.61,3,"Bear",0,-0.0267096607649259,0,0,"Bear"
2021-03-31,0.0153264834574091,0.0169690202034498,0.000949251627618104,-0.0602037392155065,19.4,3,"Bear",0,-0.0116776427456037,0,0,"Bear"
2021-04-01,0.0174539675769728,0.0164987009932343,0.00288834731184761,-0.043656579028581,17.33,3,"Bear",0,0.00572392506671848,0,0,"Bear"
2021-04-05,0.0165885131216285,0.0165505823378152,0.00295078353078511,-0.0276599503244656,17.91,3,"Bear",0,0.022546534869164,0,0,"Bear"
2021-04-06,-0.000526201142853703,0.0152902806928812,0.00414270218537863,-0.0281714621789834,18.12,3,"Bear",0,0.0220086112543172,0,0,"Bull"
2021-04-07,-0.000696675338779031,0.0133190412765891,0.00229845725079386,-0.0288482753679016,17.16,2,"Bull",1,0.0212968510205256,-0.000696675338779031,-0.000696432716861373,"Bull"
2021-04-08,0.0102093505636614,0.0134170560950317,0.00282801236214315,-0.0188826623021434,16.95,2,"Bull",1,0.0317770355111657,0.0102093505636614,0.00955806453025843,"Bull"
2021-04-09,0.00511225621606104,0.0123918982821941,0.00183735304042145,-0.0138540963869949,16.69,2,"Bull",1,0.0370652499106572,0.00511225621606104,0.0147323990136061,"Bull"
2021-04-12,-0.003617276474626,0.0123272496977123,0.00195145390434255,-0.0174148148305799,16.91,2,"Bull",1,0.0333206748442001,-0.003617276474626,0.0110684621101182,"Bull"
2021-04-13,0.010493486745112,0.0123290262612757,0.00195389703567235,-0.00704978266066991,16.65,2,"Bull",1,0.0442209023239646,0.010493486745112,0.0217339568620525,"Bull"
2021-04-14,-0.0099275819175086,0.0126121699561047,0.00141347992613143,-0.0168586077654732,16.99,2,"Bull",1,0.0339056014933539,-0.0099275819175086,0.0116407925608724,"Bull"
2021-04-15,0.012970938148035,0.0128662042689779,0.0018633731777545,-0.00402327840079053,16.57,2,"Bull",1,0.0474036792184669,0.012970938148035,0.0248481937280178,"Bull"
2021-04-16,0.000966854345888273,0.0103490032938337,0.00344715548938948,-0.00305984830587336,16.25,2,"Bull",1,0.0484168557357509,0.000966854345888273,0.0258395518302168,"Bull"
2021-04-19,-0.00983806403924373,0.0107108677119389,0.00257900784219068,-0.012819721513365,17.29,2,"Bull",1,0.0381530344189052,-0.00983806403924373,0.0157967584488097,"Bull"
2021-04-20,-0.00927769655763581,0.0107716634817954,0.00150479940319165,-0.0219361255779332,18.68,2,"Bull",1,0.0285659075800979,-0.00927769655763581,0.00641608715775188,"Bull"
2021-04-21,0.0118221093943445,0.0105663326989777,0.00265910815276878,-0.0103047291080036,17.5,2,"Bull",1,0.0407978876985604,0.0118221093943445,0.0183846557038134,"Bull"
2021-04-22,-0.00949351768287896,0.00955880887184929,0.00319941237223225,-0.0196559603901104,18.71,2,"Bull",1,0.030963808409664,-0.00949351768287896,0.00876235000051118,"Bull"
2021-04-23,0.014255562550625,0.00985648691390263,0.00385131824185678,-0.00558051629353218,17.33,2,"Bull",1,0.0457660338168184,0.014255562550625,0.0232458144685723,"Bull"
2021-04-26,0.00866405306942656,0.00972354679595258,0.00366785098750329,0,17.64,2,"Bull",1,0.0548659704746342,0.00866405306942656,0.032149787055112,"Bull"
2021-04-27,-0.00344043699024367,0.00960374311889951,0.00379768077987678,-0.0034345254682514,17.56,2,"Bull",1,0.0512430064334475,-0.00344043699024367,0.028604842324421,"Bull"
2021-04-28,-0.00278523699799018,0.00965642228522484,0.00371304440237022,-0.00620633463424725,17.28,2,"Bull",1,0.0483191192675887,-0.00278523699799018,0.0257439200839809,"Bull"
2021-04-29,0.00224073958509835,0.00926344603327459,0.00305875720875468,-0.0039770050881337,17.61,2,"Bull",1,0.0506707631427576,0.00224073958509835,0.0280449221002776,"Bull"
2021-04-30,-0.0085483863000267,0.00895637025382194,0.00175863951490471,-0.0124551057446258,18.61,2,"Bull",1,0.0417275032659652,-0.0085483863000267,0.0192942523130475,"Bull"
2021-05-03,-0.00485035662910199,0.00835050334561694,0.000686696027368183,-0.0172334529570445,18.31,2,"Bull",1,0.0366869873964726,-0.00485035662910199,0.0143622822552743,"Bull"
2021-05-04,-0.0190077001124496,0.00944292284684091,-0.000237378921111611,-0.0357371710996284,19.48,2,"Bull",1,0.0171680448006069,-0.0190077001124496,-0.00473632648532141,"Bull"
2021-05-05,-0.00375368975050006,0.00947543435396675,-0.000390229641697663,-0.0393499297676322,19.15,2,"Bull",1,0.0133570686221922,-0.00375368975050006,-0.00846523457518322,"Bull"
2021-05-06,0.00370527841255516,0.00920011500413132,-0.000715433249252975,-0.035783851223373,18.39,2,"Bull",1,0.0171188035265708,0.00370527841255516,-0.00478450736510438,"Bull"
2021-05-07,0.0087201320283915,0.00935447344408658,-0.000535039458636452,-0.0273389924731839,16.69,2,"Bull",1,0.0260269976476104,0.0087201320283915,0.00393185179561395,"Bull"
2021-05-10,-0.0258082166408868,0.0109237276833406,-0.00164458646694949,-0.0521204799848362,19.66,2,"Bull",1,-0.000114150226173781,-0.0258082166408868,-0.021646355262447,"Bull"
2021-05-11,-0.000927913578769638,0.0105478535680194,-0.00221565648314357,-0.0529996223153627,21.84,2,"Bull",1,-0.0010415275538499,-0.000927913578769638,-0.022553761831691,"Bull"
2021-05-12,-0.0270822736590036,0.0118278168256991,-0.00307339107021832,-0.0783023712088315,27.59,2,"Bull",1,-0.027732536321035,-0.0270822736590036,-0.0486699887139939,"Bull"
2021-05-13,0.00713473051605081,0.0114779650375557,-0.00336520145181753,-0.0717027918957649,23.13,2,"Bull",1,-0.0207708646842326,0.00713473051605081,-0.0418582343313589,"Bull"
2021-05-14,0.0229714747581258,0.0128836362696462,-0.00226497043120565,-0.0501316238034685,18.81,2,"Bull",1,0.00198382647971918,0.0229714747581258,-0.019593557778365,"Bull"
2021-05-17,-0.00379947064617252,0.0127670490771888,-0.00196304076155209,-0.0537337733524396,19.72,2,"Bull",1,-0.0018159585000509,-0.00379947064617252,-0.0233115156682762,"Bull"
2021-05-18,-0.00565236869104592,0.0126831904953735,-0.0017817743682226,-0.05906733112758,21.34,2,"Bull",1,-0.00744214709860691,-0.00565236869104592,-0.0288165461901335,"Bull"
2021-05-19,-0.000293195829096784,0.0122822385309793,-0.00238753962939466,-0.0593431682224353,22.18,2,"Bull",1,-0.00773311826336454,-0.000293195829096784,-0.0291012513888504,"Bull"
2021-05-20,0.0175891084771198,0.012933254560067,-0.00103340832139472,-0.0426514876106709,20.67,2,"Bull",1,0.00987436760401694,0.0175891084771198,-0.0118729367998259,"Bull"
2021-05-21,-0.00479511026079745,0.0124400959575361,-0.00198594196196584,-0.0472310906598733,20.15,2,"Bull",1,0.00504350018913158,-0.00479511026079745,-0.016599773111857,"Bull"
2021-05-24,0.0140190176313275,0.0127355001479758,-0.00171819373387079,-0.0337801422753593,18.4,2,"Bull",1,0.0192324479105661,0.0140190176313275,-0.0027163796010915,"Bull"
2021-05-25,-0.0002928435643297,0.0127325452253905,-0.00156081406257509,-0.0340630521162366,18.84,2,"Bull",1,0.0189340159467122,-0.0002928435643297,-0.00300838493310884,"Bull"
2021-05-26,0.00590105734392369,0.0128363057858075,-0.0011264993454794,-0.0283461515067075,17.36,2,"Bull",1,0.0249645798562903,0.00590105734392369,0.002892312813632,"Bull"
2021-05-27,-0.000125208012893967,0.0128145242005099,-0.00124479672537902,-0.0284678027382848,16.74,2,"Bull",1,0.0248362541118332,-0.000125208012893967,0.00276675052086461,"Bull"
2021-05-28,0.000906675771279981,0.0127048376250814,-0.000772043621813683,-0.0275865385839518,16.76,2,"Bull",1,0.025765869679238,0.000906675771279981,0.00367634713009846,"Bull"
2021-06-01,-0.000892115894514558,0.0126687420540179,-0.000574131585084312,-0.0284536572462408,17.9,2,"Bull",1,0.0248511757100258,-0.000892115894514558,0.00278135078746544,"Bull"
2021-06-02,0.00144401415855501,0.0119049001679139,0.000448454128465918,-0.0270497171608869,17.48,2,"Bull",1,0.026332144330651,0.00144401415855501,0.0042304272476017,"Bull"
2021-06-03,-0.0103629460532623,0.0121175178963917,0.000117991313327806,-0.0370802855691936,18.04,2,"Bull",1,0.0157512390522103,-0.0103629460532623,-0.00612262179907397,"Bull"
2021-06-04,0.0145819055378765,0.0125242327099776,0.000661822669593873,-0.02293620807453,16.42,2,"Bull",1,0.0306713450850871,0.0145819055378765,0.00847618477513401,"Bull"
2021-06-07,0.00485482541092218,0.012422749901108,0.000468557338720407,-0.0181812009239837,16.42,2,"Bull",1,0.0356872403175619,0.00485482541092218,0.0133840643930159,"Bull"
2021-06-08,0.00310645588711741,0.0107773063977051,0.00191429096512062,-0.0151264819171105,17.07,2,"Bull",1,0.0389095594472746,0.00310645588711741,0.0165369919654734,"Bull"
2021-06-09,-0.00094551580400953,0.0107775514336778,0.00191341085385862,-0.016057255293597,17.89,2,"Bull",1,0.037927718286195,-0.00094551580400953,0.0155762944231363,"Bull"
2021-06-10,0.00777461233981226,0.00839740097830595,0.00365625515379941,-0.00837766766298098,16.1,2,"Bull",1,0.0460286539450099,0.00777461233981226,0.0235027791607476,"Bull"
2021-06-11,0.0034952286849233,0.00835739307319406,0.00347428006224304,-0.00490565664081355,15.65,2,"Bull",1,0.0496911602214072,0.0034952286849233,0.0270864145979308,"Bull"
2021-06-14,0.00741552976180561,0.00707243662904871,0.00269648281242703,0,16.39,2,"Bull",1,0.0575041090351027,0.00741552976180561,0.0347311141901452,"Bull"
2021-06-15,-0.007171057741974,0.00727276969916774,0.00252790345763695,-0.00714540705820577,17.02,2,"Bull",1,0.0499478117103216,-0.007171057741974,0.0273375391834658,"Bull"
2021-06-16,-0.00236051352219658,0.00711339860835315,0.00269249621607942,-0.00948628982075805,18.15,2,"Bull",1,0.0474723185701531,-0.00236051352219658,0.0249153549543817,"Bull"
2021-06-17,0.00862881638902156,0.00719558995266556,0.00313859682698534,-0.000902347514558199,17.75,2,"Bull",1,0.0565498728306797,0.00862881638902156,0.0337974271410197,"Bull"
2021-06-18,-0.00929144413832353,0.00685686059272844,0.00179456919621317,-0.0101424142840414,20.7,2,"Bull",1,0.0467784642541926,-0.00929144413832353,0.0242364425574411,"Bull"
2021-06-21,0.00788734403494358,0.00680158651815601,0.00242869191100022,-0.00230419623342237,17.89,2,"Bull",1,0.0550674120502352,0.00788734403494358,0.0323468906542232,"Bull"
2021-06-22,0.00787403147303877,0.00637593350859149,0.00212144260308578,0,16.66,2,"Bull",1,0.0634078393600428,0.00787403147303877,0.0405077096707787,"Bull"
2021-06-23,0.00129430342345641,0.00635414271728079,0.00220079995247509,0,16.32,2,"Bull",1,0.0647851028732287,0.00129430342345641,0.0418553142780387,"Bull"
2021-06-24,0.00684186145752963,0.00638637841227882,0.00224784015815539,0,15.97,2,"Bull",1,0.0720951938278305,0.00684186145752963,0.049007984885804,"Bull"
2021-06-25,-0.000648796929139002,0.0063976813102269,0.00222166071234313,-0.000648586505921256,15.62,2,"Bull",1,0.0713998473520507,-0.000648796929139002,0.0483276124622036,"Bull"
2021-06-28,0.0097100991961284,0.00660202803421901,0.00266183188358555,0,15.76,2,"Bull",1,0.0818539190458536,0.0097100991961284,0.0585565592427717,"Bull"
2021-06-29,0.00191671513688359,0.00655213459270001,0.00280227343515546,0,16.02,2,"Bull",1,0.0839295133544575,0.00191671513688359,0.0605874563269526,"Bull"
2021-06-30,-0.00167951023693844,0.00662305615210499,0.00264609721538079,-0.00167810064887008,15.83,2,"Bull",1,0.082110570534768,-0.00167951023693844,0.0588076838283067,"Bull"
2021-07-01,0.00126988168856903,0.00589078321766091,0.00322773860247236,-0.000409544662050121,15.48,2,"Bull",1,0.0834855958082248,0.00126988168856903,0.0601530983955765,"Bull"
2021-07-02,0.00802083464829101,0.0053862861523187,0.00289968505799308,0,15.07,2,"Bull",1,0.0922110003514036,0.00802083464829101,0.0686906042904343,"Bull"
2021-07-06,0.00165921785929036,0.0053726161493102,0.00273990468041149,0,16.44,2,"Bull",1,0.0940247206117257,0.00165921785929036,0.0704652666957695,"Bull"
2021-07-07,9.68334771817943e-05,0.0054038663337828,0.00258942355991471,0,16.2,2,"Bull",1,0.0941306639588939,9.68334771817943e-05,0.0705689285886357,"Bull"
2021-07-08,-0.00720486103078998,0.0057870404213031,0.00227645629857569,-0.00717896824152098,19,2,"Bull",1,0.0862759346702588,-0.00720486103078998,0.0628833482499389,"Bull"
2021-07-09,0.00971516473627736,0.00589925631399194,0.00237348391839894,0,16.18,2,"Bull",1,0.0968807145058077,0.00971516473627736,0.0732597577231757,"Bull"
2021-07-12,0.00212806805329651,0.00589349211696251,0.0023051258868176,0,16.17,2,"Bull",1,0.0992174367827838,0.00212806805329651,0.0755461594728715,"Bull"
2021-07-13,-0.00378023692579823,0.00591421076520825,0.00174533755243741,-0.00377310082507321,17.12,2,"Bull",1,0.0950699785651239,-0.00378023692579823,0.0714880153711603,"Bull"
2021-07-14,-0.00223036248869859,0.00561793862186778,0.00199237231510118,-0.00599257189864555,16.33,2,"Bull",1,0.0926302972606183,-0.00223036248869859,0.0691008717819184,"Bull"
2021-07-15,-0.0069768489752737,0.00589423108067183,0.00176155554244733,-0.0129034754066317,17.01,2,"Bull",1,0.0850337116207167,-0.0069768489752737,0.0616678760554163,"Bull"
2021-07-16,-0.00800063086366,0.0060454912590903,0.000930083179813246,-0.0207693623398519,18.45,2,"Bull",1,0.0763873915479589,-0.00800063086366,0.0532077515735434,"Bull"
2021-07-19,-0.0106097318101137,0.00616873330799451,0.000864168796223735,-0.0311038169472567,22.5,2,"Bull",1,0.0650275788438595,-0.0106097318101137,0.0420925686103024,"Bull"
2021-07-20,0.015563050573645,0.00683180816555325,0.0012479541231588,-0.0159068880979339,19.73,2,"Bull",1,0.0817323080205825,0.015563050573645,0.0584375670699742,"Bull"
2021-07-21,0.00913608885092536,0.00690170300266548,0.00131105699205313,-0.00687493042942366,17.91,2,"Bull",1,0.0916603933780928,0.00913608885092536,0.0681518544528619,"Bull"
2021-07-22,0.00359183168580499,0.00692050463294943,0.00142593340517056,-0.00330137837977273,17.69,2,"Bull",1,0.0955885041023201,0.00359183168580499,0.0719953746355402,"Bull"
2021-07-23,0.0103240613770506,0.00710527017909377,0.00160004340114661,0,17.2,2,"Bull",1,0.106958015845245,0.0103240613770506,0.0831200477720715,"Bull"
2021-07-26,0.000250693282800272,0.00709312280281014,0.00164501791174358,0,17.58,2,"Bull",1,0.107235557571629,0.000250693282800272,0.0833916127308476,"Bull"
2021-07-27,-0.0122118211467113,0.00746526466485899,0.000548921894601593,-0.0121375594563872,19.36,2,"Bull",1,0.0937964201593771,-0.0122118211467113,0.0702418826167757,"Bull"
2021-07-28,0.00693334153130289,0.0075967617150033,0.000799753214322557,-0.00526457292137616,18.31,2,"Bull",1,0.101406435237652,0.00693334153130289,0.0776880185832187,"Bull"
2021-07-29,0.00106158128696092,0.00757437199091363,0.000936807790517525,-0.00420801969717066,17.7,2,"Bull",1,0.102576288535959,0.00106158128696092,0.0788326794847265,"Bull"
2021-07-30,-0.00716992070896524,0.00778695841436955,0.000514817670640812,-0.0113222345831161,18.24,2,"Bull",1,0.0946991768500351,-0.00716992070896524,0.0711251987461283,"Bull"
2021-08-02,0.000571647590408336,0.00758456231598153,0.000142358317746679,-0.0107568977495009,19.46,2,"Bull",1,0.0953251378942188,0.000571647590408336,0.0717376799300349,"Bull"
2021-08-03,0.00544930491376858,0.00767130918040298,0.000331862670470589,-0.00535149598637752,18.04,2,"Bull",1,0.101310190929309,0.00544930491376858,0.0775938468636432,"Bull"
2021-08-04,0.00130256041911546,0.0076741021515291,0.000392149017567272,-0.00405506205565598,17.97,2,"Bull",1,0.102745648675447,0.00130256041911546,0.0789983925106466,"Bull"
2021-08-05,0.00772286838114617,0.00762208723400506,0.00113853548816408,0,17.28,2,"Bull",1,0.111294978359952,0.00772286838114617,0.0873636152596142,"Bull"
2021-08-06,-0.00399315989813901,0.00742402884776667,0.000453119256443261,-0.00398519783660689,16.15,2,"Bull",1,0.10686624801636,-0.00399315989813901,0.0830302561324765,"Bull"
2021-08-09,0.00164466964201489,0.00741907405722445,0.000428949335879181,-0.00234573471042865,16.72,2,"Bull",1,0.108688175155688,0.00164466964201489,0.0848129486844424,"Bull"
2021-08-10,-0.00486302519987822,0.00745526892961341,0.000374809922175181,-0.00718557487284432,16.79,2,"Bull",1,0.103309685087131,-0.00486302519987822,0.0795502825881595,"Bull"
2021-08-11,-0.00155313003778992,0.00744434352007775,0.000408671544720615,-0.00872634795825755,16.06,2,"Bull",1,0.101597431694519,-0.00155313003778992,0.0778749019957099,"Bull"
2021-08-12,0.00345622931219679,0.00726290502021554,0.00093032545909414,-0.00529435143859203,15.59,2,"Bull",1,0.105411392192572,0.00345622931219679,0.0816067301388916,"Bull"
2021-08-13,0.000448055890321004,0.00695529932393638,0.00135275979679319,-0.00484856785309562,15.45,2,"Bull",1,0.105906789252569,0.000448055890321004,0.0820914589900406,"Bull"
2021-08-16,-0.00196781199522132,0.00642092974781731,0.00178485578753781,-0.00680491328703647,16.12,2,"Bull",1,0.103732712395893,-0.00196781199522132,0.0799642001462939,"Bull"
2021-08-17,-0.00934338072531665,0.00601017084449931,0.00053953422258973,-0.0160414954696572,17.91,2,"Bull",1,0.0934681449991379,-0.00934338072531665,0.0699206767515568,"Bull"
2021-08-18,-0.00892813813782667,0.0060076318639075,-0.000363677126847871,-0.0247873128917393,21.57,2,"Bull",1,0.0837489620163252,-0.00892813813782667,0.0604107931010813,"Bull"
2021-08-19,0.0010926218159555,0.00594670906679819,-0.000488637620340345,-0.0237211919071483,21.67,2,"Bull",1,0.0849337369128254,0.0010926218159555,0.0615700542691902,"Bull"
2021-08-20,0.011817702550141,0.00609712454385966,-0.000413955561685825,-0.0121153773853451,18.56,2,"Bull",1,0.0978312203106821,0.011817702550141,0.0741897947056507,"Bull"
2021-08-23,0.0153752644027162,0.00704774582395754,0.000342272994309972,0,17.15,2,"Bull",1,0.114841096170446,0.0153752644027162,0.0908333686173104,"Bull"
2021-08-24,0.00514979052137764,0.00646520797837353,0.00121035357771442,0,17.22,2,"Bull",1,0.120597102673278,0.00514979052137764,0.0964654214585952,"Bull"
2021-08-25,0.00146765041982162,0.0063245523721388,0.000937069022140355,0,16.79,2,"Bull",1,0.122242954953933,0.00146765041982162,0.098075830864671,"Bull"
2021-08-26,-0.00640598809205445,0.00653378284202199,0.000563690553189587,-0.00638551349367689,18.84,2,"Bull",1,0.115076857421891,-0.00640598809205445,0.0910640528296041,"Bull"
2021-08-27,0.0122154873316922,0.00676010732192749,0.00153296095522246,0,16.39,2,"Bull",1,0.128781599281973,0.0122154873316922,0.104473667689172,"Bull"
2021-08-30,0.00897444746792374,0.0069555097997723,0.00195310094909823,0,16.19,2,"Bull",1,0.138957383169481,0.00897444746792374,0.114430319497633,"Bull"
2021-08-31,-0.000435706587012225,0.00692423093272203,0.00165885037405919,-0.000435611680681514,16.48,2,"Bull",1,0.138461240029574,-0.000435706587012225,0.113944860633155,"Bull"
2021-09-01,0.00328049123353537,0.00693299385552205,0.00175774691478018,0,16.11,2,"Bull",1,0.142202084696483,0.00328049123353537,0.117605147469992,"Bull"
2021-09-02,0.00142295073447533,0.00678933621462646,0.00144275103244664,0,16.41,2,"Bull",1,0.143828538899487,0.00142295073447533,0.119196576529487,"Bull"
2021-09-03,0.00210720495503397,0.00666822112818237,0.00174776927510529,0,16.41,2,"Bull",1,0.146241361327246,0.00210720495503397,0.121557439638847,"Bull"
2021-09-07,0.000703367375770578,0.00667230777786101,0.00170070416179307,0,18.14,2,"Bull",1,0.147047873709561,0.000703367375770578,0.122346584048624,"Bull"
2021-09-08,-0.00571999118676555,0.00671926369460581,0.00165785586244871,-0.00570366318402182,17.96,2,"Bull",1,0.140505498981974,-0.00571999118676555,0.115945097157473,"Bull"
2021-09-09,-0.00251450195022367,0.00674682582218461,0.00160978726682702,-0.00820068256632978,18.8,2,"Bull",1,0.137641298208885,-0.00251450195022367,0.113142575983437,"Bull"
2021-09-10,-0.00874469653665173,0.00711276233205675,0.000999740974384593,-0.016835855611269,20.95,2,"Bull",1,0.127736341328574,-0.00874469653665173,0.103450919013781,"Bull"
2021-09-13,-0.000655833850701274,0.0071215463090083,0.00094454648733348,-0.017480436545853,19.37,2,"Bull",1,0.126996976138126,-0.000655833850701274,0.102727475803708,"Bull"
2021-09-14,-0.00449984072356341,0.00719813929353258,0.000817945050916375,-0.0218916856864657,19.46,2,"Bull",1,0.121937062190983,-0.00449984072356341,0.0977765253993532,"Bull"
2021-09-15,0.00819692734525497,0.00695952468999274,0.00169496045444496,-0.0138412535700744,18.18,2,"Bull",1,0.131171293232533,0.00819692734525497,0.106811900385301,"Bull"
2021-09-16,0.00134394757807869,0.00649802355940173,0.00220856474024022,-0.0125150169145581,18.69,2,"Bull",1,0.132692550168278,0.00134394757807869,0.108300397565259,"Bull"
2021-09-17,-0.00912799972711218,0.00697480882012322,0.00169753366308684,-0.0214877656457225,20.81,2,"Bull",1,0.122400377814866,-0.00912799972711218,0.0982298636773102,"Bull"
2021-09-20,-0.0221846212171025,0.00838056274271895,-2.58252527533531e-06,-0.0429566686808466,25.71,2,"Bull",1,0.09777451823755,-0.0221846212171025,0.0741343136925674,"Bull"
2021-09-21,0.00220635996131953,0.00758867943011287,-0.00066102774734517,-0.040842755424139,24.36,2,"Bull",1,0.100199277943863,0.00220635996131953,0.0765068570152085,"Bull"
